DataZone,IntZone,CA,HSCP,HB,SIMD2012Rank,SIMD2012CountryDecile,SIMD2012CountryQuintile,SIMD2012HBDecile,SIMD2012HBQuintile,SIMD2012HSCPDecile,SIMD2012HSCPQuintile,SIMD2012CADecile,SIMD2012CAQuintile,SIMD2012Most15pc,SIMD2012Least15pc
S01000615,S02000112,S12000041,S37000003,S08000030,1395,3,2,2,1,1,1,1,1,0,0
S01000616,S02000122,S12000041,S37000003,S08000030,4138,7,4,6,3,6,3,6,3,0,0
S01000617,S02000113,S12000041,S37000003,S08000030,4663,8,4,7,4,8,4,8,4,0,0
S01000618,S02000114,S12000041,S37000003,S08000030,4096,7,4,6,3,6,3,6,3,0,0
S01000619,S02000113,S12000041,S37000003,S08000030,4604,7,4,7,4,8,4,8,4,0,0
S01000620,S02000115,S12000041,S37000003,S08000030,548,1,1,1,1,1,1,1,1,1,0
S01000621,S02000111,S12000041,S37000003,S08000030,2869,5,3,4,2,3,2,3,2,0,0
S01000622,S02000114,S12000041,S37000003,S08000030,1460,3,2,2,1,1,1,1,1,0,0
S01000623,S02000114,S12000041,S37000003,S08000030,2249,4,2,3,2,3,2,3,2,0,0
S01000624,S02000114,S12000041,S37000003,S08000030,2912,5,3,4,2,3,2,3,2,0,0
S01000625,S02000114,S12000041,S37000003,S08000030,946,2,1,2,1,1,1,1,1,1,0
S01000626,S02000115,S12000041,S37000003,S08000030,509,1,1,1,1,1,1,1,1,1,0
S01000627,S02000115,S12000041,S37000003,S08000030,3042,5,3,4,2,4,2,4,2,0,0
S01000628,S02000114,S12000041,S37000003,S08000030,1827,3,2,3,2,2,1,2,1,0,0
S01000629,S02000113,S12000041,S37000003,S08000030,3629,6,3,5,3,5,3,5,3,0,0
S01000630,S02000115,S12000041,S37000003,S08000030,2664,4,2,4,2,3,2,3,2,0,0
S01000631,S02000114,S12000041,S37000003,S08000030,1699,3,2,3,2,2,1,2,1,0,0
S01000632,S02000116,S12000041,S37000003,S08000030,3463,6,3,5,3,4,2,4,2,0,0
S01000633,S02000113,S12000041,S37000003,S08000030,5187,8,4,9,5,9,5,9,5,0,0
S01000634,S02000115,S12000041,S37000003,S08000030,2013,3,2,3,2,2,1,2,1,0,0
S01000635,S02000115,S12000041,S37000003,S08000030,2986,5,3,4,2,3,2,3,2,0,0
S01000636,S02000117,S12000041,S37000003,S08000030,3806,6,3,5,3,5,3,5,3,0,0
S01000637,S02000122,S12000041,S37000003,S08000030,3897,6,3,6,3,5,3,5,3,0,0
S01000638,S02000122,S12000041,S37000003,S08000030,4445,7,4,7,4,7,4,7,4,0,0
S01000639,S02000116,S12000041,S37000003,S08000030,4115,7,4,6,3,6,3,6,3,0,0
S01000640,S02000116,S12000041,S37000003,S08000030,3946,6,3,6,3,5,3,5,3,0,0
S01000641,S02000116,S12000041,S37000003,S08000030,4310,7,4,6,3,6,3,6,3,0,0
S01000642,S02000122,S12000041,S37000003,S08000030,4311,7,4,6,3,7,4,7,4,0,0
S01000643,S02000116,S12000041,S37000003,S08000030,4317,7,4,7,4,7,4,7,4,0,0
S01000644,S02000116,S12000041,S37000003,S08000030,4326,7,4,7,4,7,4,7,4,0,0
S01000645,S02000121,S12000041,S37000003,S08000030,3224,5,3,4,2,4,2,4,2,0,0
S01000646,S02000118,S12000041,S37000003,S08000030,5068,8,4,8,4,9,5,9,5,0,0
S01000647,S02000118,S12000041,S37000003,S08000030,3314,5,3,5,3,4,2,4,2,0,0
S01000648,S02000118,S12000041,S37000003,S08000030,1316,2,1,2,1,1,1,1,1,0,0
S01000649,S02000117,S12000041,S37000003,S08000030,4258,7,4,6,3,6,3,6,3,0,0
S01000650,S02000118,S12000041,S37000003,S08000030,3680,6,3,5,3,5,3,5,3,0,0
S01000651,S02000119,S12000041,S37000003,S08000030,2633,4,2,4,2,3,2,3,2,0,0
S01000652,S02000118,S12000041,S37000003,S08000030,4627,8,4,7,4,8,4,8,4,0,0
S01000653,S02000119,S12000041,S37000003,S08000030,2174,4,2,3,2,2,1,2,1,0,0
S01000654,S02000118,S12000041,S37000003,S08000030,2516,4,2,4,2,3,2,3,2,0,0
S01000655,S02000119,S12000041,S37000003,S08000030,1332,2,1,2,1,1,1,1,1,0,0
S01000656,S02000119,S12000041,S37000003,S08000030,2248,4,2,3,2,3,2,3,2,0,0
S01000657,S02000119,S12000041,S37000003,S08000030,1723,3,2,3,2,2,1,2,1,0,0
S01000658,S02000119,S12000041,S37000003,S08000030,1658,3,2,3,2,2,1,2,1,0,0
S01000659,S02000120,S12000041,S37000003,S08000030,4739,8,4,8,4,8,4,8,4,0,0
S01000660,S02000120,S12000041,S37000003,S08000030,5452,9,5,9,5,9,5,9,5,0,0
S01000661,S02000120,S12000041,S37000003,S08000030,3817,6,3,5,3,5,3,5,3,0,0
S01000662,S02000116,S12000041,S37000003,S08000030,4098,7,4,6,3,6,3,6,3,0,0
S01000663,S02000120,S12000041,S37000003,S08000030,4161,7,4,6,3,6,3,6,3,0,0
S01000664,S02000122,S12000041,S37000003,S08000030,3632,6,3,5,3,5,3,5,3,0,0
S01000665,S02000116,S12000041,S37000003,S08000030,4228,7,4,6,3,6,3,6,3,0,0
S01000666,S02000117,S12000041,S37000003,S08000030,4312,7,4,6,3,7,4,7,4,0,0
S01000667,S02000123,S12000041,S37000003,S08000030,4212,7,4,6,3,6,3,6,3,0,0
S01000668,S02000123,S12000041,S37000003,S08000030,1982,3,2,3,2,2,1,2,1,0,0
S01000669,S02000123,S12000041,S37000003,S08000030,2213,4,2,3,2,2,1,2,1,0,0
S01000670,S02000123,S12000041,S37000003,S08000030,4211,7,4,6,3,6,3,6,3,0,0
S01000671,S02000123,S12000041,S37000003,S08000030,4704,8,4,7,4,8,4,8,4,0,0
S01000672,S02000123,S12000041,S37000003,S08000030,4140,7,4,6,3,6,3,6,3,0,0
S01000673,S02000123,S12000041,S37000003,S08000030,5408,9,5,9,5,9,5,9,5,0,0
S01000674,S02000121,S12000041,S37000003,S08000030,3662,6,3,5,3,5,3,5,3,0,0
S01000675,S02000123,S12000041,S37000003,S08000030,5846,9,5,10,5,10,5,10,5,0,1
S01000676,S02000117,S12000041,S37000003,S08000030,3823,6,3,5,3,5,3,5,3,0,0
S01000677,S02000122,S12000041,S37000003,S08000030,2169,4,2,3,2,2,1,2,1,0,0
S01000678,S02000121,S12000041,S37000003,S08000030,4055,7,4,6,3,5,3,5,3,0,0
S01000679,S02000124,S12000041,S37000003,S08000030,1768,3,2,3,2,2,1,2,1,0,0
S01000680,S02000124,S12000041,S37000003,S08000030,1631,3,2,3,2,2,1,2,1,0,0
S01000681,S02000124,S12000041,S37000003,S08000030,1759,3,2,3,2,2,1,2,1,0,0
S01000682,S02000124,S12000041,S37000003,S08000030,2769,5,3,4,2,3,2,3,2,0,0
S01000683,S02000124,S12000041,S37000003,S08000030,4093,7,4,6,3,5,3,5,3,0,0
S01000684,S02000124,S12000041,S37000003,S08000030,1742,3,2,3,2,2,1,2,1,0,0
S01000685,S02000124,S12000041,S37000003,S08000030,4490,7,4,7,4,7,4,7,4,0,0
S01000686,S02000125,S12000041,S37000003,S08000030,2687,4,2,4,2,3,2,3,2,0,0
S01000687,S02000125,S12000041,S37000003,S08000030,1903,3,2,3,2,2,1,2,1,0,0
S01000688,S02000125,S12000041,S37000003,S08000030,4400,7,4,7,4,7,4,7,4,0,0
S01000689,S02000122,S12000041,S37000003,S08000030,3084,5,3,4,2,4,2,4,2,0,0
S01000690,S02000125,S12000041,S37000003,S08000030,5041,8,4,8,4,9,5,9,5,0,0
S01000691,S02000125,S12000041,S37000003,S08000030,2889,5,3,4,2,3,2,3,2,0,0
S01000692,S02000126,S12000041,S37000003,S08000030,1299,2,1,2,1,1,1,1,1,0,0
S01000693,S02000126,S12000041,S37000003,S08000030,1264,2,1,2,1,1,1,1,1,0,0
S01000694,S02000125,S12000041,S37000003,S08000030,2896,5,3,4,2,3,2,3,2,0,0
S01000695,S02000126,S12000041,S37000003,S08000030,3457,6,3,5,3,4,2,4,2,0,0
S01000696,S02000127,S12000041,S37000003,S08000030,2594,4,2,4,2,3,2,3,2,0,0
S01000697,S02000128,S12000041,S37000003,S08000030,4183,7,4,6,3,6,3,6,3,0,0
S01000698,S02000127,S12000041,S37000003,S08000030,3446,6,3,5,3,4,2,4,2,0,0
S01000699,S02000126,S12000041,S37000003,S08000030,2996,5,3,4,2,3,2,3,2,0,0
S01000700,S02000128,S12000041,S37000003,S08000030,3617,6,3,5,3,4,2,4,2,0,0
S01000701,S02000127,S12000041,S37000003,S08000030,5520,9,5,9,5,10,5,10,5,0,0
S01000702,S02000127,S12000041,S37000003,S08000030,6043,10,5,10,5,10,5,10,5,0,1
S01000703,S02000127,S12000041,S37000003,S08000030,3660,6,3,5,3,5,3,5,3,0,0
S01000704,S02000129,S12000041,S37000003,S08000030,4199,7,4,6,3,6,3,6,3,0,0
S01000705,S02000128,S12000041,S37000003,S08000030,5198,8,4,9,5,9,5,9,5,0,0
S01000706,S02000122,S12000041,S37000003,S08000030,5179,8,4,9,5,9,5,9,5,0,0
S01000707,S02000128,S12000041,S37000003,S08000030,4387,7,4,7,4,7,4,7,4,0,0
S01000708,S02000129,S12000041,S37000003,S08000030,4283,7,4,6,3,6,3,6,3,0,0
S01000709,S02000129,S12000041,S37000003,S08000030,4656,8,4,7,4,8,4,8,4,0,0
S01000710,S02000129,S12000041,S37000003,S08000030,3433,6,3,5,3,4,2,4,2,0,0
S01000711,S02000131,S12000035,S37000004,S08000022,3518,6,3,5,3,6,3,6,3,0,0
S01000712,S02000130,S12000035,S37000004,S08000022,4238,7,4,7,4,8,4,8,4,0,0
S01000713,S02000130,S12000035,S37000004,S08000022,3536,6,3,5,3,6,3,6,3,0,0
S01000714,S02000131,S12000035,S37000004,S08000022,3301,5,3,5,3,5,3,5,3,0,0
S01000715,S02000130,S12000035,S37000004,S08000022,2062,4,2,2,1,2,1,2,1,0,0
S01000716,S02000130,S12000035,S37000004,S08000022,824,2,1,1,1,1,1,1,1,1,0
S01000717,S02000130,S12000035,S37000004,S08000022,742,2,1,1,1,1,1,1,1,1,0
S01000718,S02000130,S12000035,S37000004,S08000022,1969,3,2,2,1,2,1,2,1,0,0
S01000719,S02000131,S12000035,S37000004,S08000022,4084,7,4,7,4,7,4,7,4,0,0
S01000720,S02000131,S12000035,S37000004,S08000022,3204,5,3,4,2,4,2,4,2,0,0
S01000721,S02000131,S12000035,S37000004,S08000022,2465,4,2,3,2,3,2,3,2,0,0
S01000722,S02000134,S12000035,S37000004,S08000022,2899,5,3,4,2,3,2,3,2,0,0
S01000723,S02000134,S12000035,S37000004,S08000022,4186,7,4,7,4,8,4,8,4,0,0
S01000724,S02000134,S12000035,S37000004,S08000022,3444,6,3,5,3,5,3,5,3,0,0
S01000725,S02000131,S12000035,S37000004,S08000022,3671,6,3,6,3,6,3,6,3,0,0
S01000726,S02000134,S12000035,S37000004,S08000022,3485,6,3,5,3,5,3,5,3,0,0
S01000727,S02000132,S12000035,S37000004,S08000022,2328,4,2,2,1,3,2,3,2,0,0
S01000728,S02000132,S12000035,S37000004,S08000022,3751,6,3,6,3,6,3,6,3,0,0
S01000729,S02000133,S12000035,S37000004,S08000022,2428,4,2,3,2,3,2,3,2,0,0
S01000730,S02000133,S12000035,S37000004,S08000022,2582,4,2,3,2,3,2,3,2,0,0
S01000731,S02000133,S12000035,S37000004,S08000022,936,2,1,1,1,1,1,1,1,1,0
S01000732,S02000133,S12000035,S37000004,S08000022,318,1,1,1,1,1,1,1,1,1,0
S01000733,S02000133,S12000035,S37000004,S08000022,1304,2,1,1,1,1,1,1,1,0,0
S01000734,S02000133,S12000035,S37000004,S08000022,4740,8,4,9,5,9,5,9,5,0,0
S01000735,S02000133,S12000035,S37000004,S08000022,3620,6,3,5,3,6,3,6,3,0,0
S01000736,S02000132,S12000035,S37000004,S08000022,3037,5,3,4,2,4,2,4,2,0,0
S01000737,S02000132,S12000035,S37000004,S08000022,1863,3,2,2,1,2,1,2,1,0,0
S01000738,S02000131,S12000035,S37000004,S08000022,4314,7,4,8,4,8,4,8,4,0,0
S01000739,S02000131,S12000035,S37000004,S08000022,4066,7,4,7,4,7,4,7,4,0,0
S01000740,S02000137,S12000035,S37000004,S08000022,2999,5,3,4,2,4,2,4,2,0,0
S01000741,S02000137,S12000035,S37000004,S08000022,3219,5,3,4,2,4,2,4,2,0,0
S01000742,S02000137,S12000035,S37000004,S08000022,2991,5,3,4,2,4,2,4,2,0,0
S01000743,S02000135,S12000035,S37000004,S08000022,3732,6,3,6,3,6,3,6,3,0,0
S01000744,S02000135,S12000035,S37000004,S08000022,1476,3,2,1,1,1,1,1,1,0,0
S01000745,S02000135,S12000035,S37000004,S08000022,2961,5,3,4,2,3,2,3,2,0,0
S01000746,S02000135,S12000035,S37000004,S08000022,1813,3,2,2,1,2,1,2,1,0,0
S01000747,S02000135,S12000035,S37000004,S08000022,1803,3,2,2,1,2,1,2,1,0,0
S01000748,S02000135,S12000035,S37000004,S08000022,352,1,1,1,1,1,1,1,1,1,0
S01000749,S02000135,S12000035,S37000004,S08000022,191,1,1,1,1,1,1,1,1,1,0
S01000750,S02000136,S12000035,S37000004,S08000022,3510,6,3,5,3,5,3,5,3,0,0
S01000751,S02000144,S12000035,S37000004,S08000022,4811,8,4,9,5,9,5,9,5,0,0
S01000752,S02000136,S12000035,S37000004,S08000022,757,2,1,1,1,1,1,1,1,1,0
S01000753,S02000144,S12000035,S37000004,S08000022,2978,5,3,4,2,4,2,4,2,0,0
S01000754,S02000136,S12000035,S37000004,S08000022,2862,5,3,4,2,3,2,3,2,0,0
S01000755,S02000134,S12000035,S37000004,S08000022,3448,6,3,5,3,5,3,5,3,0,0
S01000756,S02000136,S12000035,S37000004,S08000022,3276,5,3,5,3,4,2,4,2,0,0
S01000757,S02000136,S12000035,S37000004,S08000022,3146,5,3,4,2,4,2,4,2,0,0
S01000758,S02000144,S12000035,S37000004,S08000022,4974,8,4,9,5,9,5,9,5,0,0
S01000759,S02000136,S12000035,S37000004,S08000022,1875,3,2,2,1,2,1,2,1,0,0
S01000760,S02000143,S12000035,S37000004,S08000022,4558,7,4,9,5,9,5,9,5,0,0
S01000761,S02000143,S12000035,S37000004,S08000022,4180,7,4,7,4,8,4,8,4,0,0
S01000762,S02000138,S12000035,S37000004,S08000022,5706,9,5,10,5,10,5,10,5,0,1
S01000763,S02000145,S12000035,S37000004,S08000022,4204,7,4,7,4,8,4,8,4,0,0
S01000764,S02000138,S12000035,S37000004,S08000022,5375,9,5,10,5,10,5,10,5,0,0
S01000765,S02000138,S12000035,S37000004,S08000022,5345,9,5,10,5,10,5,10,5,0,0
S01000766,S02000138,S12000035,S37000004,S08000022,4075,7,4,7,4,7,4,7,4,0,0
S01000767,S02000138,S12000035,S37000004,S08000022,170,1,1,1,1,1,1,1,1,1,0
S01000768,S02000139,S12000035,S37000004,S08000022,2290,4,2,2,1,2,1,2,1,0,0
S01000769,S02000139,S12000035,S37000004,S08000022,1778,3,2,2,1,2,1,2,1,0,0
S01000770,S02000138,S12000035,S37000004,S08000022,465,1,1,1,1,1,1,1,1,1,0
S01000771,S02000139,S12000035,S37000004,S08000022,4639,8,4,9,5,9,5,9,5,0,0
S01000772,S02000139,S12000035,S37000004,S08000022,4978,8,4,9,5,9,5,9,5,0,0
S01000773,S02000141,S12000035,S37000004,S08000022,4089,7,4,7,4,7,4,7,4,0,0
S01000774,S02000140,S12000035,S37000004,S08000022,2616,4,2,3,2,3,2,3,2,0,0
S01000775,S02000140,S12000035,S37000004,S08000022,5553,9,5,10,5,10,5,10,5,0,1
S01000776,S02000140,S12000035,S37000004,S08000022,6116,10,5,10,5,10,5,10,5,0,1
S01000777,S02000140,S12000035,S37000004,S08000022,2789,5,3,3,2,3,2,3,2,0,0
S01000778,S02000140,S12000035,S37000004,S08000022,5792,9,5,10,5,10,5,10,5,0,1
S01000779,S02000141,S12000035,S37000004,S08000022,3975,6,3,7,4,7,4,7,4,0,0
S01000780,S02000143,S12000035,S37000004,S08000022,1185,2,1,1,1,1,1,1,1,0,0
S01000781,S02000141,S12000035,S37000004,S08000022,5933,10,5,10,5,10,5,10,5,0,1
S01000782,S02000140,S12000035,S37000004,S08000022,5770,9,5,10,5,10,5,10,5,0,1
S01000783,S02000143,S12000035,S37000004,S08000022,4088,7,4,7,4,7,4,7,4,0,0
S01000784,S02000140,S12000035,S37000004,S08000022,5487,9,5,10,5,10,5,10,5,0,0
S01000785,S02000146,S12000035,S37000004,S08000022,2573,4,2,3,2,3,2,3,2,0,0
S01000786,S02000141,S12000035,S37000004,S08000022,4003,7,4,7,4,7,4,7,4,0,0
S01000787,S02000137,S12000035,S37000004,S08000022,3442,6,3,5,3,5,3,5,3,0,0
S01000788,S02000141,S12000035,S37000004,S08000022,4846,8,4,9,5,9,5,9,5,0,0
S01000789,S02000142,S12000035,S37000004,S08000022,3598,6,3,5,3,6,3,6,3,0,0
S01000790,S02000141,S12000035,S37000004,S08000022,5312,9,5,10,5,9,5,9,5,0,0
S01000791,S02000142,S12000035,S37000004,S08000022,3330,5,3,5,3,5,3,5,3,0,0
S01000792,S02000143,S12000035,S37000004,S08000022,4628,8,4,9,5,9,5,9,5,0,0
S01000793,S02000142,S12000035,S37000004,S08000022,3218,5,3,4,2,4,2,4,2,0,0
S01000794,S02000142,S12000035,S37000004,S08000022,2153,4,2,2,1,2,1,2,1,0,0
S01000795,S02000142,S12000035,S37000004,S08000022,4896,8,4,9,5,9,5,9,5,0,0
S01000796,S02000144,S12000035,S37000004,S08000022,3881,6,3,6,3,7,4,7,4,0,0
S01000797,S02000143,S12000035,S37000004,S08000022,2775,5,3,3,2,3,2,3,2,0,0
S01000798,S02000143,S12000035,S37000004,S08000022,2805,5,3,3,2,3,2,3,2,0,0
S01000799,S02000143,S12000035,S37000004,S08000022,5593,9,5,10,5,10,5,10,5,0,1
S01000800,S02000146,S12000035,S37000004,S08000022,2444,4,2,3,2,3,2,3,2,0,0
S01000801,S02000145,S12000035,S37000004,S08000022,4299,7,4,8,4,8,4,8,4,0,0
S01000802,S02000145,S12000035,S37000004,S08000022,3624,6,3,6,3,6,3,6,3,0,0
S01000803,S02000145,S12000035,S37000004,S08000022,4144,7,4,7,4,8,4,8,4,0,0
S01000804,S02000146,S12000035,S37000004,S08000022,3206,5,3,4,2,4,2,4,2,0,0
S01000805,S02000146,S12000035,S37000004,S08000022,3927,6,3,6,3,7,4,7,4,0,0
S01000806,S02000134,S12000035,S37000004,S08000022,3819,6,3,6,3,6,3,6,3,0,0
S01000807,S02000147,S12000035,S37000004,S08000022,4112,7,4,7,4,8,4,8,4,0,0
S01000808,S02000147,S12000035,S37000004,S08000022,3742,6,3,6,3,6,3,6,3,0,0
S01000809,S02000151,S12000035,S37000004,S08000022,3893,6,3,6,3,7,4,7,4,0,0
S01000810,S02000150,S12000035,S37000004,S08000022,3683,6,3,6,3,6,3,6,3,0,0
S01000811,S02000148,S12000035,S37000004,S08000022,5584,9,5,10,5,10,5,10,5,0,1
S01000812,S02000148,S12000035,S37000004,S08000022,1555,3,2,2,1,2,1,2,1,0,0
S01000813,S02000148,S12000035,S37000004,S08000022,4481,7,4,8,4,8,4,8,4,0,0
S01000814,S02000148,S12000035,S37000004,S08000022,1743,3,2,2,1,2,1,2,1,0,0
S01000815,S02000148,S12000035,S37000004,S08000022,815,2,1,1,1,1,1,1,1,1,0
S01000816,S02000148,S12000035,S37000004,S08000022,2093,4,2,2,1,2,1,2,1,0,0
S01000817,S02000148,S12000035,S37000004,S08000022,3919,6,3,6,3,7,4,7,4,0,0
S01000818,S02000149,S12000035,S37000004,S08000022,4470,7,4,8,4,8,4,8,4,0,0
S01000819,S02000147,S12000035,S37000004,S08000022,3312,5,3,5,3,5,3,5,3,0,0
S01000820,S02000151,S12000035,S37000004,S08000022,3694,6,3,6,3,6,3,6,3,0,0
S01000821,S02000149,S12000035,S37000004,S08000022,3367,6,3,5,3,5,3,5,3,0,0
S01000822,S02000149,S12000035,S37000004,S08000022,3984,6,3,7,4,7,4,7,4,0,0
S01000823,S02000149,S12000035,S37000004,S08000022,2200,4,2,2,1,2,1,2,1,0,0
S01000824,S02000147,S12000035,S37000004,S08000022,4259,7,4,8,4,8,4,8,4,0,0
S01000825,S02000150,S12000035,S37000004,S08000022,5043,8,4,9,5,9,5,9,5,0,0
S01000826,S02000150,S12000035,S37000004,S08000022,2898,5,3,4,2,3,2,3,2,0,0
S01000827,S02000150,S12000035,S37000004,S08000022,4190,7,4,7,4,8,4,8,4,0,0
S01000828,S02000150,S12000035,S37000004,S08000022,3466,6,3,5,3,5,3,5,3,0,0
S01000829,S02000150,S12000035,S37000004,S08000022,3497,6,3,5,3,5,3,5,3,0,0
S01000830,S02000151,S12000035,S37000004,S08000022,3747,6,3,6,3,6,3,6,3,0,0
S01000831,S02000151,S12000035,S37000004,S08000022,3100,5,3,4,2,4,2,4,2,0,0
S01000832,S02000151,S12000035,S37000004,S08000022,4542,7,4,9,5,9,5,9,5,0,0
S01000833,S02000152,S12000005,S37000005,S08000019,3090,5,3,5,3,4,2,5,3,0,0
S01000834,S02000152,S12000005,S37000005,S08000019,1862,3,2,3,2,3,2,4,2,0,0
S01000835,S02000152,S12000005,S37000005,S08000019,942,2,1,1,1,1,1,2,1,1,0
S01000836,S02000153,S12000005,S37000005,S08000019,107,1,1,1,1,1,1,1,1,1,0
S01000837,S02000153,S12000005,S37000005,S08000019,464,1,1,1,1,1,1,1,1,1,0
S01000838,S02000152,S12000005,S37000005,S08000019,3455,6,3,6,3,5,3,6,3,0,0
S01000839,S02000154,S12000005,S37000005,S08000019,3607,6,3,6,3,5,3,6,3,0,0
S01000840,S02000153,S12000005,S37000005,S08000019,510,1,1,1,1,1,1,1,1,1,0
S01000841,S02000153,S12000005,S37000005,S08000019,196,1,1,1,1,1,1,1,1,1,0
S01000842,S02000152,S12000005,S37000005,S08000019,4724,8,4,7,4,7,4,9,5,0,0
S01000843,S02000154,S12000005,S37000005,S08000019,3678,6,3,6,3,5,3,7,4,0,0
S01000844,S02000153,S12000005,S37000005,S08000019,2133,4,2,3,2,3,2,4,2,0,0
S01000845,S02000154,S12000005,S37000005,S08000019,4504,7,4,7,4,7,4,8,4,0,0
S01000846,S02000153,S12000005,S37000005,S08000019,466,1,1,1,1,1,1,1,1,1,0
S01000847,S02000154,S12000005,S37000005,S08000019,1961,3,2,3,2,3,2,4,2,0,0
S01000848,S02000154,S12000005,S37000005,S08000019,4356,7,4,7,4,6,3,8,4,0,0
S01000849,S02000157,S12000005,S37000005,S08000019,3041,5,3,5,3,4,2,5,3,0,0
S01000850,S02000157,S12000005,S37000005,S08000019,926,2,1,1,1,1,1,2,1,1,0
S01000851,S02000154,S12000005,S37000005,S08000019,5369,9,5,9,5,9,5,9,5,0,0
S01000852,S02000155,S12000005,S37000005,S08000019,1176,2,1,2,1,2,1,3,2,0,0
S01000853,S02000157,S12000005,S37000005,S08000019,1814,3,2,3,2,3,2,4,2,0,0
S01000854,S02000155,S12000005,S37000005,S08000019,1104,2,1,2,1,2,1,3,2,0,0
S01000855,S02000156,S12000005,S37000005,S08000019,3198,5,3,5,3,5,3,6,3,0,0
S01000856,S02000155,S12000005,S37000005,S08000019,1194,2,1,2,1,2,1,3,2,0,0
S01000857,S02000155,S12000005,S37000005,S08000019,2576,4,2,4,2,4,2,5,3,0,0
S01000858,S02000156,S12000005,S37000005,S08000019,4734,8,4,7,4,7,4,9,5,0,0
S01000859,S02000157,S12000005,S37000005,S08000019,4543,7,4,7,4,7,4,9,5,0,0
S01000860,S02000155,S12000005,S37000005,S08000019,732,2,1,1,1,1,1,2,1,1,0
S01000861,S02000155,S12000005,S37000005,S08000019,4561,7,4,7,4,7,4,9,5,0,0
S01000862,S02000155,S12000005,S37000005,S08000019,5386,9,5,9,5,9,5,9,5,0,0
S01000863,S02000157,S12000005,S37000005,S08000019,2155,4,2,4,2,3,2,4,2,0,0
S01000864,S02000156,S12000005,S37000005,S08000019,4520,7,4,7,4,7,4,8,4,0,0
S01000865,S02000155,S12000005,S37000005,S08000019,1523,3,2,2,1,2,1,3,2,0,0
S01000866,S02000159,S12000005,S37000005,S08000019,948,2,1,1,1,1,1,2,1,1,0
S01000867,S02000156,S12000005,S37000005,S08000019,517,1,1,1,1,1,1,2,1,1,0
S01000868,S02000156,S12000005,S37000005,S08000019,605,1,1,1,1,1,1,2,1,1,0
S01000869,S02000159,S12000005,S37000005,S08000019,426,1,1,1,1,1,1,1,1,1,0
S01000870,S02000159,S12000005,S37000005,S08000019,853,2,1,1,1,1,1,2,1,1,0
S01000871,S02000158,S12000005,S37000005,S08000019,2480,4,2,4,2,4,2,4,2,0,0
S01000872,S02000158,S12000005,S37000005,S08000019,3376,6,3,5,3,5,3,6,3,0,0
S01000873,S02000159,S12000005,S37000005,S08000019,3682,6,3,6,3,5,3,7,4,0,0
S01000874,S02000158,S12000005,S37000005,S08000019,816,2,1,1,1,1,1,2,1,1,0
S01000875,S02000160,S12000005,S37000005,S08000019,4233,7,4,7,4,6,3,8,4,0,0
S01000876,S02000163,S12000005,S37000005,S08000019,2866,5,3,5,3,4,2,5,3,0,0
S01000877,S02000163,S12000005,S37000005,S08000019,1237,2,1,2,1,2,1,3,2,0,0
S01000878,S02000162,S12000005,S37000005,S08000019,6308,10,5,10,5,10,5,10,5,0,1
S01000879,S02000161,S12000005,S37000005,S08000019,5331,9,5,9,5,9,5,9,5,0,0
S01000880,S02000160,S12000005,S37000005,S08000019,5992,10,5,10,5,10,5,10,5,0,1
S01000881,S02000162,S12000005,S37000005,S08000019,1730,3,2,3,2,3,2,3,2,0,0
S01000882,S02000162,S12000005,S37000005,S08000019,2548,4,2,4,2,4,2,5,3,0,0
S01000883,S02000162,S12000005,S37000005,S08000019,3425,6,3,6,3,5,3,6,3,0,0
S01000884,S02000160,S12000005,S37000005,S08000019,4116,7,4,6,3,6,3,7,4,0,0
S01000885,S02000163,S12000005,S37000005,S08000019,6154,10,5,10,5,10,5,10,5,0,1
S01000886,S02000163,S12000005,S37000005,S08000019,3033,5,3,5,3,4,2,5,3,0,0
S01000887,S02000162,S12000005,S37000005,S08000019,3139,5,3,5,3,4,2,6,3,0,0
S01000888,S02000162,S12000005,S37000005,S08000019,2526,4,2,4,2,4,2,5,3,0,0
S01000889,S02000163,S12000005,S37000005,S08000019,3283,5,3,5,3,5,3,6,3,0,0
S01000890,S02000163,S12000005,S37000005,S08000019,1985,3,2,3,2,3,2,4,2,0,0
S01000891,S02000161,S12000005,S37000005,S08000019,5456,9,5,9,5,9,5,10,5,0,0
S01000892,S02000161,S12000005,S37000005,S08000019,5967,10,5,10,5,10,5,10,5,0,1
S01000893,S02000161,S12000005,S37000005,S08000019,5634,9,5,9,5,9,5,10,5,0,1
S01000894,S02000162,S12000005,S37000005,S08000019,5527,9,5,9,5,9,5,10,5,0,0
S01000895,S02000163,S12000005,S37000005,S08000019,4372,7,4,7,4,7,4,8,4,0,0
S01000896,S02000161,S12000005,S37000005,S08000019,5453,9,5,9,5,9,5,10,5,0,0
S01000897,S02000165,S12000006,S37000006,S08000017,2542,4,2,3,2,3,2,3,2,0,0
S01000898,S02000164,S12000006,S37000006,S08000017,3285,5,3,5,3,5,3,5,3,0,0
S01000899,S02000164,S12000006,S37000006,S08000017,1440,3,2,1,1,1,1,1,1,0,0
S01000900,S02000164,S12000006,S37000006,S08000017,3721,6,3,7,4,7,4,7,4,0,0
S01000901,S02000165,S12000006,S37000006,S08000017,2731,5,3,4,2,4,2,4,2,0,0
S01000902,S02000166,S12000006,S37000006,S08000017,5048,8,4,9,5,9,5,9,5,0,0
